date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
17:39:11	99378/99378	---M--	200	added ('OK')	text/html	date:Wed,%2004%20Sep%202013%2016:39:10%20GMT	http://david-guerrero-guerrero.store.aptoide.com/app/market/com.popcap.pvz_row/50002370/3499238/Plants%20vs.%20Zombies%E2%84%A2	/home/josecosta/websites/Plants%20vs%20Zombies%20Dummy/david-guerrero-guerrero.store.aptoide.com/app/market/com.popcap.pvz_row/50002370/3499238/Plants%20vs.html	(from )
17:39:11	20/20	---M--	200	added ('OK')	text/plain	etag:%222dfaba-0-4df817b15fa11%22	http://david-guerrero-guerrero.store.aptoide.com/robots.txt		(from )
17:39:11	11012/11012	---M--	200	added ('OK')	image/png	date:Mon,%2002%20Sep%202013%2001:09:08%20GMT	http://cdn1.aptoide.com/includes/themes/default/images/logotipo.png	/home/josecosta/websites/Plants%20vs%20Zombies%20Dummy/cdn1.aptoide.com/includes/themes/default/images/logotipo.png	(from )
17:39:11	1406/1406	---M--	200	added ('OK')	image/x-icon	date:Mon,%2002%20Sep%202013%2022:32:56%20GMT	http://cdn1.aptoide.com/includes/themes/default/favicon.ico	/home/josecosta/websites/Plants%20vs%20Zombies%20Dummy/cdn1.aptoide.com/includes/themes/default/favicon.ico	(from )
17:39:12	31012/31012	---M--	200	added ('OK')	text/html	date:Wed,%2004%20Sep%202013%2016:39:12%20GMT	http://www.aptoide.com/feed/david-guerrero-guerrero	/home/josecosta/websites/Plants%20vs%20Zombies%20Dummy/www.aptoide.com/feed/david-guerrero-guerrero.html	(from )
17:39:12	9284/9284	---MC-	200	added ('OK')	text/css	date:Mon,%2002%20Sep%202013%2019:24:39%20GMT	http://cdn1.aptoide.com/includes/themes/default/css/style2.css?timestamp=20130901	/home/josecosta/websites/Plants%20vs%20Zombies%20Dummy/cdn1.aptoide.com/includes/themes/default/css/style23f29.css	(from )
17:39:13	8852/8852	---MC-	200	added ('OK')	text/css	date:Mon,%2002%20Sep%202013%2019:25:16%20GMT	http://cdn1.aptoide.com/includes/js/fancybox/jquery.fancybox-1.3.4.css?timestamp=20130901	/home/josecosta/websites/Plants%20vs%20Zombies%20Dummy/cdn1.aptoide.com/includes/js/fancybox/jquery.fancybox-1.3.43f29.css	(from )
17:39:14	1915/1915	---MC-	200	added ('OK')	application/x-javascript	date:Tue,%2027%20Aug%202013%2022:15:12%20GMT	http://cdn1.aptoide.com/includes/js/jquery.ajaxq-0.0.1.js?timestamp=20130629	/home/josecosta/websites/Plants%20vs%20Zombies%20Dummy/cdn1.aptoide.com/includes/js/jquery.ajaxq-0.0.1cf83.js	(from )
17:39:14	3660/3660	---MC-	200	added ('OK')	application/x-javascript	date:Tue,%2027%20Aug%202013%2022:15:12%20GMT	http://cdn1.aptoide.com/includes/js/jquery.color.js?timestamp=20130629	/home/josecosta/websites/Plants%20vs%20Zombies%20Dummy/cdn1.aptoide.com/includes/js/jquery.colorcf83.js	(from )
17:39:14	91146/91146	---MC-	200	added ('OK')	text/css	date:Mon,%2002%20Sep%202013%2019:24:51%20GMT	http://cdn1.aptoide.com/includes/themes/default/css/style.css?timestamp=20130901	/home/josecosta/websites/Plants%20vs%20Zombies%20Dummy/cdn1.aptoide.com/includes/themes/default/css/style3f29.css	(from )
